ImageID,label
0,black
1,black
2,black
3,white
4,white
5,black
6,black
7,black
8,white
9,white
10,white
11,black
12,white
13,black
14,black
15,black
16,black
17,white
18,black
19,black
20,black
21,white
22,black
23,black
24,white
25,black
26,white
27,white
28,white
29,black
30,black
31,black
32,white
33,black
34,white
35,white
36,white
37,white
38,black
39,white
40,white
41,black
42,black
43,black
44,black
45,black
46,black
47,black
48,white
49,black
50,white
51,black
52,black
53,white
54,black
55,black
56,white
57,white
58,black
59,black
60,black
61,black
62,white
63,white
64,white
65,black
66,black
67,black
68,white
69,black
70,white
71,white
72,white
73,white
74,white
75,white
76,white
77,white
78,black
79,white
80,white
81,white
82,black
83,black
84,white
85,white
86,white
87,black
88,white
89,black
90,white
91,black
92,white
93,white
94,black
95,black
96,white
97,white
98,black
99,black
100,black
101,black
102,black
103,white
104,black
105,white
106,black
107,white
108,black
109,white
110,black
111,white
112,black
113,black
114,white
115,white
116,white
117,white
118,white
119,black
120,white
121,white
122,white
123,white
124,black
125,white
126,white
127,white
128,black
129,black
130,white
131,white
132,black
133,black
134,black
135,black
136,white
137,white
138,black
139,white
140,black
141,white
142,white
143,white
144,white
145,black
146,black
147,black
148,black
149,black
150,white
151,black
152,black
153,black
154,black
155,white
156,white
157,black
158,black
159,black
160,white
161,white
162,black
163,white
164,black
165,black
166,black
167,black
168,white
169,black
170,black
171,black
172,white
173,black
174,black
175,white
176,white
177,black
178,white
179,black
180,black
181,white
182,white
183,white
184,black
185,white
186,black
187,white
188,black
189,black
190,black
191,black
192,black
193,black
194,black
195,white
196,black
197,white
198,black
199,white
200,white
201,black
202,white
203,white
204,black
205,black
206,black
207,black
208,white
209,black
210,white
211,black
212,black
213,white
214,black
215,black
216,black
217,white
218,white
219,white
220,black
221,black
222,black
223,black
224,black
225,white
226,white
227,black
228,black
229,white
230,black
231,white
232,black
233,black
234,black
235,white
236,white
237,white
238,white
239,white
240,black
241,white
242,white
243,white
244,black
245,white
246,black
247,black
248,black
249,black
250,white
251,black
252,white
253,white
254,white
255,white
256,black
257,black
258,black
259,black
260,black
261,white
262,black
263,black
264,white
265,black
266,white
267,black
268,black
269,black
270,white
271,white
272,black
273,white
274,white
275,black
276,white
277,white
278,black
279,white
280,white
281,black
282,black
283,black
284,black
285,black
286,white
287,black
288,black
289,white
290,black
291,black
292,black
293,black
294,white
295,black
296,black
297,white
298,white
299,black
300,white
301,black
302,black
303,white
304,white
305,black
306,black
307,black
308,black
309,white
310,white
311,black
312,black
313,black
314,black
315,black
316,black
317,white
318,black
319,white
320,black
321,white
322,white
323,black
324,black
325,black
326,black
327,black
328,black
329,white
330,white
331,white
332,black
333,white
334,white
335,black
336,black
337,black
338,black
339,black
340,black
341,black
342,black
343,white
344,black
345,black
346,black
347,black
348,black
349,black
350,white
351,black
352,black
353,white
354,black
355,white
356,black
357,black
358,black
359,black
360,white
361,black
362,white
363,white
364,white
365,white
366,black
367,white
368,white
369,white
370,white
371,white
372,white
373,black
374,black
375,black
376,white
377,black
378,black
379,black
380,black
381,white
382,white
383,white
384,black
385,white
386,black
387,black
388,black
389,black
390,black
391,black
392,black
393,black
394,black
395,black
396,black
397,black
398,white
399,black
400,white
401,black
402,white
403,black
404,white
405,white
406,black
407,white
408,black
409,white
410,white
411,white
412,black
413,black
414,white
415,white
416,white
417,white
418,black
419,white
420,white
421,black
422,white
423,black
424,black
425,black
426,white
427,black
428,white
429,black
430,black
431,black
432,white
433,white
434,black
435,white
436,black
437,black
438,white
439,white
440,white
441,black
442,black
443,white
444,white
445,black
446,black
447,white
448,black
449,black
450,black
451,black
452,black
453,black
454,black
455,black
456,black
457,white
458,white
459,black
460,black
461,white
462,black
463,white
464,black
465,white
466,white
467,white
468,black
469,white
470,white
471,black
472,white
473,white
474,white
475,black
476,black
477,white
478,black
479,white
480,white
481,white
482,black
483,black
484,white
485,white
486,white
487,black
488,white
489,white
490,black
491,black
492,black
493,black
494,black
495,black
496,black
497,black
498,white
499,white
500,white
501,white
502,white
503,white
504,black
505,white
506,white
507,black
508,black
509,white
510,black
511,white
512,white
513,white
514,white
515,white
516,white
517,white
518,black
519,black
520,black
521,black
522,white
523,black
524,white
525,white
526,black
527,white
528,white
529,black
530,black
531,black
532,white
533,white
534,white
535,white
536,white
537,black
538,black
539,white
540,white
541,black
542,white
543,white
544,white
545,white
546,black
547,black
548,black
549,black
550,black
551,black
552,black
553,black
554,white
555,black
556,black
557,black
558,white
559,white
560,black
561,white
562,white
563,black
564,black
565,black
566,white
567,white
568,white
569,black
570,black
571,black
572,black
573,white
574,black
575,black
576,white
577,black
578,white
579,white
580,black
581,white
582,white
583,black
584,white
585,white
586,white
587,white
588,white
589,white
590,white
591,white
592,white
593,black
594,white
595,white
596,white
597,black
598,black
599,white
600,white
601,white
602,black
603,white
604,black
605,white
606,black
607,white
608,white
609,white
610,white
611,black
612,white
613,black
614,white
615,white
616,white
617,white
618,white
619,white
620,black
621,black
622,black
623,black
624,white
625,white
626,white
627,white
628,black
629,black
630,black
631,white
632,black
633,white
634,white
635,black
636,black
637,white
638,white
639,black
640,black
641,black
642,white
643,white
644,black
645,white
646,black
647,black
648,black
649,black
650,black
651,white
652,white
653,black
654,white
655,black
656,white
657,black
658,white
659,white
660,white
661,white
662,black
663,white
664,black
665,black
666,white
667,black
668,black
669,black
670,black
671,black
672,black
673,white
674,white
675,white
676,white
677,white
678,white
679,white
680,white
681,black
682,white
683,black
684,white
685,white
686,white
687,black
688,black
689,black
690,white
691,white
692,black
693,black
694,black
695,black
696,white
697,white
698,white
699,white
700,white
701,white
702,white
703,white
704,white
705,black
706,white
707,white
708,white
709,black
710,black
711,white
712,white
713,white
714,black
715,black
716,black
717,white
718,white
719,white
720,white
721,black
722,black
723,black
724,white
725,black
726,black
727,white
728,white
729,black
730,white
731,white
732,white
733,white
734,black
735,black
736,white
737,black
738,black
739,black
740,black
741,black
742,white
743,white
744,black
745,black
746,white
747,white
748,black
749,white
750,white
751,black
752,black
753,black
754,black
755,black
756,white
757,white
758,white
759,black
760,black
761,white
762,black
763,white
764,white
765,black
766,white
767,white
768,white
769,black
770,white
771,white
772,white
773,white
774,white
775,black
776,black
777,white
778,black
779,white
780,white
781,white
782,black
783,black
784,white
785,white
786,black
787,black
788,white
789,black
790,black
791,white
792,white
793,white
794,white
795,white
796,black
797,white
798,black
799,black
800,white
801,black
802,black
803,black
804,white
805,white
806,white
807,white
808,white
809,black
810,black
811,white
812,white
813,white
814,black
815,black
816,black
817,black
818,white
819,white
820,black
821,white
822,black
823,white
824,white
825,white
826,white
827,black
828,black
829,white
830,white
831,white
832,white
833,black
834,black
835,white
836,black
837,white
838,white
839,black
840,white
841,black
842,white
843,black
844,black
845,white
846,black
847,white
848,black
849,white
850,black
851,white
852,white
853,white
854,white
855,black
856,black
857,black
858,white
859,black
860,white
861,black
862,white
863,black
864,black
865,black
866,white
867,black
868,white
869,black
870,black
871,white
872,white
873,white
874,black
875,white
876,black
877,white
878,black
879,white
880,white
881,white
882,white
883,black
884,black
885,white
886,black
887,white
888,white
889,black
